id,titul_pred,prijmeni,jmeno,titul_za,poslanec_2010,preferencni,novacek,interpelace_source_count,interpelace_target_count,zakony_predkladatel_count,absence_count,nazor_count,possible_votes_count,vystoupeni_count,strana_id,kraj_id,from_date,to_date,activity_index
4913,Ing.,Havlín,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4914, ,Havránek,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4915, ,Havránek,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4916, ,Havránek,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4917, ,Hecker,August, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4918,JUDr.,Heller,Karl, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4919, ,Herlinger,Wilhelm, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4920, ,Herz,Sándor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4921,MUDr.,Herzig,Emma Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4922,ThDr.,Hilgenreiner,Karl, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4923, ,Hladik,Hermann, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4924, ,Hlávka,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4925, ,Hnátek,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4926, ,Hocke,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4927, ,Holý,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4928, ,Horák,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4929, ,Horák,Jaroslav J., ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4930, ,Horný,Stanislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4931,JUDr.,Houser,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4932, ,Hrubý,Emanuel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4933, ,Hubka,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4934, ,Hübner,Ignaz, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4935, ,Hütter,Robert, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4936, ,Chlunecký,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4937, ,Ikert,Franz, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4938, ,Jakubec,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4939, ,Janček,Ondrej, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4940, ,Janík,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4941, ,Jarolim,Anton, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4942, ,Javornický,Otakar, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4943,PhDr. h.c.,Jesser,Franz, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4944, ,Juriga,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4945, ,Just,Anton, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4946, ,Kada,Štefan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4947, ,Kahler,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4948, ,Kalčok,Michal, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4949,JUDr.,Kapras,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4950,JUDr.,Karas,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4951, ,Kavan,Eduard, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4952, ,Keil,Sigmund, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4953, ,Kello,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4954, ,Keresztúry,Jozsef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4955, ,Kianička,Bohuš, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4956, ,Kiesewetter,Wilhelm, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4957, ,Kindl,Bohuslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4958, ,Klečák,Josef Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4959,Ing.,Klimko,Julo, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4960, ,Knesch,Heinrich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4961, ,Köhler,Franz, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4962, ,Komrs,Julius, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4963,ThDr.,Koperniczky,Franz, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4964, ,Korinek,Ludwig, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4965, ,Korvas,Tomáš, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4966, ,Kotrba,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4967,Ing.,Koubek,Leopold, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4968, ,Koukal,Bohuslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4969, ,Koukal,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4970, ,Koutková,Emma, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4971,PhDr.,Kovalik,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4972, ,Králka,Michal, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4973, ,Krczal,Gottfried, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4974,PhDr.,Krčméry,Karol, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4975, ,Krebich,Karl, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4976, ,Kreppenhofer,Mathias, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4977, ,Križko,Milutin, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4978,JUDr.,Krno,Vladimír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4979, ,Krommer,Otto, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4980,JUDr.,Krupka,Luděk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4981, ,Kučera,Emanuel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4982, ,Langer,Robert, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4983, ,Lažo,Jurko, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4984,JUDr.,Ledebur - Wicheln,Eugen, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4985, ,Leibner,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4986, ,Liehm,Hugo, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4987, ,Lichtneckert,Anton, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4988, ,Link,Franz, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4989, ,Lippert,Andreas, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4990, ,Lisý,Čeněk Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4991,Ing.,Löhnert,Eduard, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4992, ,Lorenc,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4993, ,Lorenz,Wenzel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4994,Ing.,Lotar,Indruch, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4995, ,Löw,Dominik, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4996, ,Luksch,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4997, ,Macek,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4998,PhDr.,Macků,Bedřich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
4999, ,Machovský,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5000, ,Maixner,Wilhelm, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5001, ,Malík,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5002, ,Marák,Stanislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5003,Ing.,Marušák,Karel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5004, ,Matuščák,Theodor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5005,Ing.,Mayr,Gustav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5006, ,Měchura,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5007, ,Meissner,Robert, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5008, ,Melíšek,Adolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5009, ,Merta,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5010, ,Mezö,István, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5011, ,Michler,Karl, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5012, ,Mikušová,Zuzana, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5013, ,Miller,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5014,JUDr.,Milota,Albert, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5015, ,Mudroch,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5016,JUDr.,Mudroň,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5017, ,Müller,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5018, ,Müller,Wilhelm, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5019, ,Dědečková,Jana, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5020, ,Erben,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5021,RNDr.,Hájek,Petr, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5022, ,Mareš,Miroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5023, ,Mikš,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5024,ThDr.,Naegle,August, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5025, ,Nedvěd,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5026, ,Nentvich,Jindřich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5027, ,Niessner,Wilhelm, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5028, ,Novák,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5029, ,Novák,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5030,Ing.,Oberleithner,Gustav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5031, ,Olejník,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5032,ThDr.,Osvald,Richard, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5033,JUDr.,Pajor,Miklós, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5034, ,Pánek,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5035, ,Pánek,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5036, ,Patzak,Vinzenz, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5037, ,Paulus,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5038, ,Pavelka,Artur, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5039, ,Pechanec,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5040, ,Perthen - Nickel,Anna, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5041, ,Petor,Juraj, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5042, ,Petřík,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5043, ,Pfrogner,Anton, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5044, ,Pichl,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5045, ,Pilz,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5046, ,Pištěk,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5047, ,Pivko,Cyril, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5048, ,Plamínková,Františka F., ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5049, ,Podoba,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5050, ,Polach,Johann, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5051, ,Poliak,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5052, ,Popovič,Vasil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5053, ,Pribilinec,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5054, ,Prinz,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5055,JUDr.,Procházka,Adolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5056, ,Procházka,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5057, ,Procházka,Vincenc, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5058, ,Prošek,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5059, ,Průša,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5060, ,Příhoda,Zdeněk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5061,MUDr.,Přikryl,Ondřej, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5062, ,Rainman,Ferdinand, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5063, ,Reichstädterová,Růžena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5064, ,Reil,Emil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5065, ,Reiter,Richard, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5066, ,Rejmon,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5067, ,Reščuk,Kiril, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5068,ThDr.,Reyl,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5069, ,Reyzl,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5070, ,Richter,János, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5071, ,Riskó,Béla, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5072, ,Roháček,Šimon, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5073, ,Rohlena,Maxmilián, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5074, ,Rovňan,Gašpar, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5075,Dr. h.c.,Rozkošný,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5076, ,Rušavý,Karel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5077, ,Sehnal,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5078, ,Sehnalová,Růžena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5079,JUDr.,Seifert,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5080, ,Schack,Barbara, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5081, ,Schiller,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5082, ,Schlossnikel,Hieronymus, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5083,ThDr.,Schmidt,Karl Eugen, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5084, ,Schmidt,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5085, ,Scholz,Adolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5086, ,Scholz,Franz, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5087, ,Schösser,Karl, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5088, ,Schrammel,Emil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5089, ,Schubert,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5090, ,Schwarmberger,Karl, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5091, ,Sláma,Julius, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5092, ,Sliwka,Karol, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5093, ,Smetana,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5094, ,Smutná,Dana, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5095,ThDr.,Sobota,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5096, ,Sochor,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5097,JUDr.,Spiegel,Ludwik, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5098, ,Spies,Erdmann, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5099, ,Stark,Franz Karl, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5100, ,Stejskalová,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5101, ,Stellwag,Karl, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5102, ,Stellwag,Karl, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5103, ,Stohr,Robert, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5104, ,Stolberg,Friedrich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5105, ,Stránský,Petr, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5106, ,Stržil,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5107, ,Svraka,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5108,JUDr.,Szilassy,Béla, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5109, ,Šachl,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5110, ,Šelmec,Adolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5111, ,Šimek,Eduard, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5112, ,Šimek,Emil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5113, ,Šimonek,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5114, ,Šolc,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5115, ,Špera,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5116, ,Šťastný,Ferdinand, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5117, ,Štelcl,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5118, ,Šturc,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5119, ,Švec,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5120,Ing.,Lachnit,Petr,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5121, ,Teschner,Ernst, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5122, ,Thoř,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5123,JUDr.,Tischer,Friedrich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5124, ,Trčka,Emanuel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5125, ,Tschakert,Robert, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5126, ,Tschapek,Johann, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5127, ,Turek,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5128, ,Turchányi,Imre, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5129, ,Ušák,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5130, ,Wagner,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5131, ,Walló,Theodor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5132, ,Wellan,Matthias, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5133,Ing.,Weller,Friedrich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5134, ,Wenderlich,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5135, ,Werner,Franz, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5136,MUDr.,Wiechowski,Wilhelm, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5137,Ing.,Winter,Arnošt, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5138,JUDr.,Vacek,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5139, ,Vaněček,Čeněk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5140, ,Varga,Imre (Emmerick), ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5141, ,Včelička,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5142,MUDr.,Vetter-Lilie,Moritz, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5143, ,Vlk,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5144,JUDr.,Vokál,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5145, ,Vyskočil,Juraj, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5146, ,Vydrová,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5147, ,Vollay,Elemír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5148, ,Volko,Gabriel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5149, ,Záborec,Cyril, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5150, ,Zimák,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5151, ,Zuleger,Theodor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5152, ,Žďárský,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5153,ThDr.,Žižka,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5154,ThDr.,Žiška,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5155, ,Bobák,Bohumír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5156, ,Schilberger,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5157, ,Marboe-Hrabincová,Marcela, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5158, ,Hendrych,Robert, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5159, ,Krejčí,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5160, ,Vojancová,Ludmila, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5161,Ing.,Chrobák,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5162, ,Klíma,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5163, ,Pázler,Viktor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5164, ,Pochová,Karla, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5165, ,Prudík,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5166,RSDr.,Urbánek,Karel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5167,Ing.,Vondráček,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5168,MUDr.,Kolomazníková,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5169, ,Slavík,Aleš, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5170, ,Krejčí,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5171, ,Brychta,Radovan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5172, ,Koukalová,Olga, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5173,MUDr.,Škoda,Vladimír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5174, ,Kovalčuk,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5175, ,Hakl,Rostislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5176, ,Otruba,Vítězslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5177,Ing.,Klíma,Miloš, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5178,Ing.,Tvrdoň,Čeněk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5179, ,Mírný,Miroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5180, ,Struska,Vladimír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5181,Ing.,Spousta,Zdeněk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5182, ,Hynková,Helena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5183,Ing.,Pecina,Martin, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5184, ,Manhartová,Marcela, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5185,MUDr.,Bedřich,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5186,MUDr.,Střítecký,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5187, ,Krejčíř,Luboš, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5188,MUDr.,Kraus,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5189, ,Jurásek,Vítězslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5190, ,Kučerová,Jana, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5191, ,Hájek,Marcel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5192,PaeDr.,Braný,Miroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5193, ,Navarová,Světlana, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5194,prof. dr.,Goldstücker,Eduard, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5195,akad.,Šik,Ota, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5196, ,Novák,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5197,Ing.,Setinský,Richard, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5198,MUDr.,Šimsa,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5199, ,Macková,Alena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5200, ,Žantovský,Petr, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5201, ,Kabát,Jindřich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5202, ,Levíček,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5203, ,Kalfus,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5204, ,Poštulka,Vladimír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5205,Mgr.,Kinclová,Alena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5206, ,Weis,Petr, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5207,Mgr.,Šabatová,Anna, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5208,JUDr.,Bureš,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5209,MUDr. Mgr.,Plaček,Vladimír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5210, ,Foltán,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5211, ,Žák,Daniel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5212, ,Novák,Daniel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
5213,Mgr.,Fajmon,Hynek, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
